ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: SENADOR PROVINCIAL - detalle por LOCALIDAD                                                                                                                         
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000004;100,00                                                       
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000007;100,00                                                                                
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000037;100,00                                                              
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000655;  9,07                                                                               
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000464;  6,43                                                                                
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000003;  0,04                                                                              
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000007;  0,10                                                                     
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;402 ;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0007220;  0,00                                                                       
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0001;PARTIDO AUTONOMISTA;;0000026;100,00                                                                           
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000094;100,00                                                                             
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0002012; 52,99                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000839; 22,10                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000827; 21,78                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000096;  2,53                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000023;  0,61                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0001994; 89,74                                                           
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000174;  7,83                                                           
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000029;  1,31                                                           
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000025;  1,13                                                           
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000003;100,00                                                       
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000010;100,00                                                                                
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000024;100,00                                                              
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000471;  6,32                                                                               
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000777; 10,42                                                                                
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000013;  0,17                                                                              
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000013;  0,17                                                                              
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000005;  0,07                                                                     
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;403 ;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0007455;  0,00                                                                       
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0001;PARTIDO AUTONOMISTA;;0000025;100,00                                                                           
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000099;100,00                                                                             
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0002879; 55,97                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0002039; 39,64                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000133;  2,59                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000072;  1,40                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000021;  0,41                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000523; 31,60                                                           
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000412; 24,89                                                           
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000399; 24,11                                                           
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000321; 19,40                                                           
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000003;100,00                                                       
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000006;100,00                                                                                
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000012;100,00                                                              
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000458;  5,78                                                                               
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000503;  6,35                                                                                
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000010;  0,13                                                                              
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000005;  0,06                                                                     
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;404A;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0007920;  0,00                                                                       
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0001;PARTIDO AUTONOMISTA;;0000007;100,00                                                                           
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000040;100,00                                                                             
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000456; 62,04                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000199; 27,07                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000057;  7,76                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000012;  1,63                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000011;  1,50                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000115; 70,55                                                           
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000020; 12,27                                                           
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000018; 11,04                                                           
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000010;  6,13                                                           
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000000;  0,00                                                       
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000001;100,00                                                                                
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000004;100,00                                                              
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000053;  5,03                                                                               
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000047;  4,46                                                                                
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000003;  0,28                                                                     
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;404B;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0001053;  0,00                                                                       
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0001;PARTIDO AUTONOMISTA;;0000006;100,00                                                                           
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000518;100,00                                                                             
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000377; 84,34                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000030;  6,71                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000021;  4,70                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000014;  3,13                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000005;  1,12                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000303; 73,01                                                           
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000097; 23,37                                                           
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000008;  1,93                                                           
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000007;  1,69                                                           
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000000;  0,00                                                       
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000001;100,00                                                                                
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000281;100,00                                                              
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000094;  5,00                                                                               
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000109;  5,79                                                                                
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000010;  0,53                                                                              
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000000;  0,00                                                                     
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;405 ;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0001881;  0,00                                                                       
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0001;PARTIDO AUTONOMISTA;;0000004;100,00                                                                           
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000051;100,00                                                                             
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000334; 54,49                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000221; 36,05                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000030;  4,89                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000015;  2,45                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000013;  2,12                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000377; 71,54                                                           
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000135; 25,62                                                           
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000009;  1,71                                                           
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000006;  1,14                                                           
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000003;100,00                                                       
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000002;100,00                                                                                
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;0057;MOV. DE INTEGRACION Y DESARROLLO;;0000006;100,00                                                              
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0000129;  8,78                                                                               
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0000134;  9,12                                                                                
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000000;  0,00                                                                              
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000001;  0,07                                                                     
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                    
2011/05/22;01;BELGRANO;406 ;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0001470;  0,00                                                                       
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0001600;100,00                                                                              
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0016363; 61,34                                                                     
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0007028; 26,34                                                                     
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0002884; 10,81                                                                     
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000402;  1,51                                                                     
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0006929; 50,10                                                            
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0005512; 39,86                                                            
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0001084;  7,84                                                            
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000305;  2,21                                                            
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;;0000105;100,00                                                        
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0006;PARTIDO OBRERO;;0000173;100,00                                                                                 
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;0038;POLITICA ABIERTA P LA INTEGRIDAD SOCIAL;;0000390;100,00                                                        
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos en Blanco;;0004652;  9,11                                                                                
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Anulados;;0003453;  6,77                                                                                 
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Recurridos;;0000047;  0,09                                                                               
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Impugnados;;0000035;  0,07                                                                               
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Fuerza de Seguridad;;0000079;  0,15                                                                      
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Votos Electores Observados;;0000000;  0,00                                                                     
2011/05/22;02;CASEROS;000 ;;DEPTO ;SENADOR PROVINCIAL;    ;Total de votos emitidos;;0051041;  0,00                                                                        
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0002;UNION PRO FEDERAL;;0000079;100,00                                                                              
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0001479; 70,50                                                                     
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000438; 20,88                                                                     
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000160;  7,63                                                                     
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0003;FRENTE SANTA FE PARA TODOS;;0000021;  1,00                                                                     
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000915; 63,19                                                            
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000466; 32,18                                                            
2011/05/22;02;CASEROS;364 ;;DEPTO ;SENADOR PROVINCIAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;;0000047;  3,25                                                            
